"miembros","MOVILIDAD","DECOMISO","SECUESTRO","GENERO","EDADES","FALLECIDOS","OCUPA","TIENE_OS","COND_OCUP","CANT_BANCOS","MONTO_BANCOS","CALIF_BCRA","CompromisosMensuales","NSE_AGRUP"
"1","Canoa(s)","Peces","Equip.de pesca y Otros","Masculino","35 - 48 años",NA,"Forestal","No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)",NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"$23.153/$36.166"
"1",NA,NA,"Arma(s) blancas y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,NA,"Arma(s) de fuego y Otros",NA,"49 - 62 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Peces","Equip.de pesca y Otros","Masculino","35 - 48 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,"Peces","Equip.de pesca","Masculino","49 - 62 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,"Peces","Arma(s) blancas y Otros","Masculino","21 - 34 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,"Peces","Equip.de pesca","Masculino","21 - 34 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"$36.167/$51.234"
"2","Motocicleta(s)",NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"No",NA,"1",57,"1",78,"<=$23.152"
"4","Automoviles","Mamifero(s)","Arma(s) de fuego","Masculino","49 - 62 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)","Mamifero(s)","Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,"Reparación/Mant.","No",NA,NA,NA,NA,NA,"$73.334$143.107"
"2",NA,NA,"Arma(s) de fuego","Masculino","49 - 62 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego y Otros","Masculino","49 - 62 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)",NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Peces","Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"Si","Relacion de Dependencia","2",71,"1",107,"$36.167/$51.234"
"2",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,"1",81,"1",145,"$23.153/$36.166"
"2",NA,NA,"Arma(s) de fuego y Otros","Masculino","49 - 62 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"4",NA,"Peces","Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Peces","Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) blancas y Otros","Masculino","49 - 62 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Equip.de pesca y Otros","Masculino","35 - 48 años",NA,"Servicios varios","No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Canoa(s)",NA,"Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,"1",49,"1",121,"$23.153/$36.166"
"2","Canoa(s)",NA,"Equip.de pesca","Masculino","49 - 62 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3","Motocicleta(s) y Otro(s)","Peces","Equip.de pesca y Otros","Masculino","49 - 62 años",NA,"Comercio","No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Mamifero(s)","Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"$36.167/$51.234"
"3",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"$36.167/$51.234"
"1",NA,NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"4",NA,"Peces","Arma(s) blancas y Otros","Masculino","21 - 34 años",NA,NA,"Si","Relacion de Dependencia","1",22,"1",61,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"Si","Monotributistas Efectores Sociales",NA,NA,NA,NA,"$73.334$143.107"
"4","Lancha(s)",NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"Si","Monotributistas Efectores Sociales",NA,NA,NA,NA,"$73.334$143.107"
"4","Lancha(s)",NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"Si","Monotributistas Efectores Sociales",NA,NA,NA,NA,"$73.334$143.107"
"1",NA,"Mamifero(s)","Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"Si","Monotributistas Efectores Sociales",NA,NA,NA,NA,"$73.334$143.107"
"3",NA,NA,"Equip.de pesca y Otros","Masculino","49 - 62 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,"Madera(s)",NA,"Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)","Mamifero(s), Ave(s), y Otro(s)","Arma(s) de fuego y Otros","Masculino","49 - 62 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,"Peces","Equip.de pesca","Masculino","21 - 34 años",NA,NA,"Si","Monotributistas Efectores Sociales",NA,NA,NA,NA,"$23.153/$36.166"
"1",NA,"Ornamentales(s) y Otro(s)",NA,"Femenino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,"Ornamentales(s) y Otro(s)",NA,"Femenino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,"Ornamentales(s) y Otro(s)",NA,"Femenino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,"Ornamentales(s) y Otro(s)",NA,"Femenino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego","Masculino","49 - 62 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)","Mamifero(s)","Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"$23.153/$36.166"
"1","Canoa(s)",NA,NA,"Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)","Mamifero(s)",NA,"Masculino","21 - 34 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"$36.167/$51.234"
"1",NA,"Peces","Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Equip.de pesca","Masculino","35 - 48 años",NA,NA,"Si","Relacion de Dependencia","3",101,"1",148,"$36.167/$51.234"
"4","Automoviles","Mamifero(s)","Arma(s) de fuego","Masculino","49 - 62 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"<=$23.152"
"3",NA,"Mamifero(s)",NA,"Masculino","21 - 34 años",NA,NA,"Si","Relacion de Dependencia","1",29,"1",79,"$36.167/$51.234"
"3",NA,NA,"Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3","Canoa(s)",NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,"Peces","Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,"Peces","Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"4",NA,"Peces","Equip.de pesca y Otros","Masculino","49 - 62 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"<=$23.152"
"2","Camioneta(s)","Mamifero(s)","Arma(s) de fuego","Masculino","21 - 34 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"$36.167/$51.234"
"3",NA,NA,"Equip.de pesca","Masculino","21 - 34 años",NA,"Servicios varios","No",NA,NA,NA,NA,NA,"$36.167/$51.234"
"3",NA,"Peces","Equip.de pesca","Femenino","35 - 48 años",NA,NA,"Si","Relacion de Dependencia","3",56,"3",114,"$51.235/$73.333"
"1",NA,NA,"Arma(s) blancas y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"$36.167/$51.234"
"2",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"Si","Monotributistas Efectores Sociales","1",35,"1",49,"<=$23.152"
"1","Canoa(s)",NA,"Equip.de pesca","Masculino","35 - 48 años",NA,NA,"Si","Relacion de Dependencia","3",89,"1",135,"$23.153/$36.166"
"3",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"Si","Monotributistas Efectores Sociales","1",35,"1",49,"<=$23.152"
"1","Motocicleta(s)",NA,"Equip.de pesca y Otros","Masculino","21 - 34 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,NA,"Masculino","49 - 62 años",NA,NA,"Si","Monotributistas Efectores Sociales",NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"$36.167/$51.234"
"1",NA,NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"Si","Relacion de Dependencia","1",67,"1",104,"$23.153/$36.166"
"1",NA,"Ornamentales(s) y Otro(s)",NA,"Femenino","35 - 48 años",NA,NA,"No",NA,"1",62,"1",84,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego","Femenino","35 - 48 años",NA,NA,"No",NA,"1",62,"1",84,"<=$23.152"
"2",NA,"Mamifero(s)","Arma(s) de fuego","Masculino","21 - 34 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Camioneta(s)","Madera(s)",NA,"Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"$36.167/$51.234"
"4",NA,"Peces","Equip.de pesca y Otros","Masculino","21 - 34 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Canoa(s)",NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"Si","Monotributistas Efectores Sociales",NA,NA,NA,NA,"$36.167/$51.234"
"5",NA,NA,"Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,"1",95,"1",142,"$73.334$143.107"
"4",NA,NA,"Equip.de pesca","Masculino","49 - 62 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)",NA,NA,"Masculino","35 - 48 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"$23.153/$36.166"
"2",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,"Reparación/Mant.","No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Peces","Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"$23.153/$36.166"
"1",NA,NA,"Equip.de pesca y Otros","Femenino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3","Lancha(s)",NA,"Equip.de pesca","Masculino","35 - 48 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"$73.334$143.107"
"1","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Equip.de pesca","Masculino","49 - 62 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)",NA,"Arma(s) de fuego","Masculino","49 - 62 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Equip.de pesca","Masculino","35 - 48 años",NA,"Comercio","No",NA,NA,NA,NA,NA,"$23.153/$36.166"
"4",NA,"Peces","Equip.de pesca","Masculino","21 - 34 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"$36.167/$51.234"
"4",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"$36.167/$51.234"
"4",NA,NA,"Equip.de pesca y Otros","Masculino","49 - 62 años",NA,"Comercio","No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Mamifero(s)","Arma(s) blancas y Otros","Masculino","21 - 34 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)",NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)",NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"$36.167/$51.234"
"2",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"$36.167/$51.234"
"2",NA,NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"<=$23.152"
"3","Motocicleta(s) y Otro(s)","Peces","Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Lancha(s)","Peces","Equip.de pesca y Otros","Masculino","35 - 48 años",NA,"Servicios varios","Si","Relacion de Dependencia",NA,NA,NA,NA,"$23.153/$36.166"
"1",NA,NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Caballo(s)/Bicicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"Si","Relacion de Dependencia","1",30,"1",56,"<=$23.152"
"2",NA,"Mamifero(s)","Arma(s) de fuego","Masculino","49 - 62 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"$36.167/$51.234"
"3","Canoa(s)",NA,"Arma(s) de fuego y Otros","Masculino","49 - 62 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Equip.de pesca","Masculino","49 - 62 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"$36.167/$51.234"
"3",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Peces","Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3","Canoa(s)","Peces","Equip.de pesca","Masculino","35 - 48 años",NA,NA,"Si","Relacion de Dependencia","1",92,"1",126,"<=$23.152"
"1","Motocicleta(s)",NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,NA,"Masculino","49 - 62 años",NA,"Agropecuario","Si","Relacion de Dependencia",NA,NA,NA,NA,"<=$23.152"
"3","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,"Agropecuario","Si","Pequeños Contribuyentes Monotributistas Ley 25 86",NA,NA,NA,NA,"$23.153/$36.166"
"1","Motocicleta(s)","Peces","Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,"Madera(s)",NA,"Masculino","21 - 34 años",NA,"Comercio","No",NA,NA,NA,NA,NA,"<=$23.152"
"4",NA,"Mamifero(s)","Equip.de pesca y Otros","Femenino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3","Camion(es)/Maquin(as)",NA,"Arma(s) blancas y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)",NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Automoviles","Mamifero(s)","Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"4",NA,NA,"Arma(s) blancas y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Mamifero(s)","Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)",NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"5",NA,NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,"Peces","Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Canoa(s)",NA,"Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,"Peces","Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"4",NA,"Mamifero(s), Ave(s), y Otro(s)","Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"4",NA,NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3","Camioneta(s)",NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)","Mamifero(s)","Arma(s) de fuego","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Peces","Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3","Camioneta(s)",NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) blancas y Otros","Masculino","21 - 34 años",NA,"Forestal","No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Arma(s) blancas y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Mamifero(s)","Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)","Mamifero(s)",NA,"Masculino","21 - 34 años",NA,"Agropecuario","Si","Relacion de Dependencia",NA,NA,NA,NA,"$23.153/$36.166"
"3","Canoa(s)","Peces","Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Camioneta(s)","Madera(s)",NA,"Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Canoa(s)","Peces","Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"$36.167/$51.234"
"3",NA,NA,"Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"4",NA,"Peces","Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Caballo(s)/Bicicleta(s)",NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"4",NA,"Peces","Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Peces","Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"4",NA,"Peces","Arma(s) blancas y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)","Mamifero(s)","Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3","Camion(es)/Maquin(as)","Madera(s)","Arma(s) de fuego","Masculino","35 - 48 años",NA,"Forestal","No",NA,"1",21,"1",44,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,"Agropecuario","Si","Monotributistas Efectores Sociales",NA,NA,NA,NA,"$23.153/$36.166"
"1",NA,NA,"Arma(s) de fuego","Masculino","35 - 48 años",NA,"Transporte","No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Equip.de pesca y Otros","Masculino","35 - 48 años",NA,"Transporte","No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Peces","Equip.de pesca","Masculino","35 - 48 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"$73.334$143.107"
"3",NA,NA,"Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)","Mamifero(s), Ave(s), y Otro(s)","Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Motocicleta(s)","Peces","Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"5",NA,"Peces","Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2","Canoa(s)",NA,"Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,"Peces","Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"Si","Relacion de Dependencia",NA,NA,NA,NA,"$36.167/$51.234"
"2",NA,NA,"Equip.de pesca","Masculino","35 - 48 años",NA,"Agropecuario","No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)",NA,"Arma(s) de fuego y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Camioneta(s)","Madera(s)",NA,"Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Ornamentales(s) y Otro(s)",NA,"Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1","Motocicleta(s)",NA,"Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"1",NA,"Mamifero(s)","Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3","Canoa(s)","Peces","Equip.de pesca","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"4",NA,"Mamifero(s)","Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,NA,"Equip.de pesca y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"2",NA,"Peces","Equip.de pesca","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"3",NA,"Mamifero(s)","Arma(s) de fuego","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
"5",NA,"Peces","Equip.de pesca y Otros","Masculino","35 - 48 años",NA,NA,"No",NA,NA,NA,NA,NA,"$23.153/$36.166"
"4",NA,NA,"Arma(s) de fuego y Otros","Masculino","21 - 34 años",NA,NA,"No",NA,NA,NA,NA,NA,"<=$23.152"
